path,hand,pitch_peak,pitch_agree,ink_cv,gap_cv,height_cv,bands
data/opis_1/delo_0045/049.jpg,0,0.667,0.443,1.335,1.631,1.306,15
data/opis_1/delo_0045/050.jpg,1,0.712,1.0,1.341,1.332,1.402,8
data/opis_1/delo_0045/051.jpg,0,0.739,0.14,1.113,2.437,1.84,6
data/opis_1/delo_0045/052.jpg,1,0.675,1.0,1.592,1.381,1.648,12
data/opis_1/delo_0045/053.jpg,0,0.721,0.694,1.302,1.283,1.13,7
data/opis_1/delo_0045/054.jpg,1,0.69,0.705,1.378,1.533,1.52,11
data/opis_1/delo_0045/055.jpg,1,0.694,0.26,1.526,1.32,1.722,15
data/opis_1/delo_0045/056.jpg,0,0.703,1.0,1.274,1.404,1.229,16
data/opis_1/delo_0045/057.jpg,0,0.586,1.0,1.138,1.241,1.647,9
data/opis_1/delo_0045/058.jpg,1,0.491,1.0,1.201,1.492,1.882,15
data/opis_1/delo_0045/059.jpg,1,0.685,1.0,0.971,1.836,1.463,24
data/opis_1/delo_0045/060.jpg,1,0.78,1.0,1.758,1.446,1.319,8
data/opis_1/delo_0045/061.jpg,1,0.83,1.0,1.793,2.025,1.239,8
data/opis_1/delo_0045/062.jpg,1,0.488,0.333,0.825,1.249,1.492,26
data/opis_1/delo_0045/064.jpg,1,0.658,1.0,1.167,1.524,1.146,26
data/opis_1/delo_0045/066.jpg,1,0.719,1.0,1.239,1.437,1.526,10
data/opis_1/delo_0045/069.jpg,0,0.7,0.752,1.598,1.112,1.84,16
data/opis_1/delo_0045/071.jpg,0,0.702,1.0,1.229,1.609,1.368,6
data/opis_1/delo_0045/072.jpg,1,0.565,0.788,1.414,1.35,2.416,19
data/opis_1/delo_0045/073.jpg,0,0.634,0.74,1.471,1.21,0.677,21
data/opis_1/delo_0045/074.jpg,1,0.561,0.137,1.879,1.226,2.041,15
data/opis_1/delo_0045/075.jpg,1,0.693,1.0,1.513,0.992,2.005,8
data/opis_1/delo_0045/077.jpg,1,0.678,1.0,1.57,1.296,1.76,11
data/opis_1/delo_0045/079.jpg,0,0.743,1.0,1.841,1.484,0.822,23
data/opis_1/delo_0045/081.jpg,1,0.756,1.0,1.22,1.472,1.117,8
data/opis_1/delo_0045/082.jpg,0,0.827,1.0,2.885,1.428,1.295,11
data/opis_1/delo_0045/083.jpg,1,0.551,0.039,0.976,1.314,0.891,21
data/opis_1/delo_0045/084.jpg,1,0.63,0.592,1.003,1.431,1.004,28
data/opis_1/delo_0045/085.jpg,1,0.725,1.0,1.188,1.799,1.004,6
data/opis_1/delo_0045/087.jpg,1,0.753,0.61,2.803,1.262,1.549,9
data/opis_1/delo_0045/089.jpg,0,0.727,0.824,2.645,1.143,1.662,16
data/opis_1/delo_0045/090.jpg,1,0.517,0.7,2.224,1.354,1.054,7
data/opis_1/delo_0045/091.jpg,1,0.782,1.0,2.022,1.356,1.263,6
data/opis_1/delo_0045/092.jpg,1,0.804,1.0,2.168,1.086,1.077,4
data/opis_1/delo_0045/093.jpg,0,0.694,1.0,1.934,1.246,1.551,7
data/opis_1/delo_0045/094.jpg,1,0.811,1.0,2.239,1.489,1.168,5
data/opis_1/delo_0045/095.jpg,1,0.76,1.0,2.078,1.552,1.169,5
data/opis_1/delo_0045/096.jpg,1,0.827,1.0,1.903,1.182,1.221,6
data/opis_1/delo_0045/097.jpg,1,0.832,1.0,1.897,1.32,1.081,6
data/opis_1/delo_0045/098.jpg,1,0.895,1.0,2.43,1.747,0.846,4
data/opis_1/delo_0045/101.jpg,1,0.72,1.0,1.837,1.287,1.32,6
data/opis_1/delo_0045/102.jpg,1,0.841,1.0,2.051,1.487,1.333,7
data/opis_1/delo_0045/103.jpg,1,0.848,1.0,2.073,1.188,0.915,4
data/opis_1/delo_0045/104.jpg,1,0.909,1.0,2.048,1.197,1.044,5
data/opis_1/delo_0045/105.jpg,1,0.717,1.0,0.909,1.23,1.13,4
data/opis_1/delo_0045/106.jpg,0,0.822,1.0,2.13,1.387,1.261,5
data/opis_1/delo_0045/107.jpg,1,0.747,1.0,1.88,1.291,1.868,7
data/opis_1/delo_0045/108.jpg,0,0.804,1.0,1.263,1.33,0.912,26
data/opis_1/delo_0045/109.jpg,1,0.739,1.0,1.682,1.129,1.558,13
data/opis_1/delo_0045/110.jpg,1,0.757,1.0,1.676,1.28,1.296,5
data/opis_1/delo_0045/111.jpg,1,0.89,1.0,2.501,1.288,1.334,5
data/opis_1/delo_0045/112.jpg,0,0.578,1.0,1.424,1.443,1.919,13
data/opis_1/delo_0045/113.jpg,1,0.636,1.0,1.227,1.427,1.47,10
data/opis_1/delo_0045/114.jpg,1,0.653,1.0,1.287,1.394,1.554,10
data/opis_1/delo_0045/115.jpg,1,0.9,1.0,1.284,1.344,0.846,4
data/opis_1/delo_0045/116.jpg,1,0.785,1.0,1.311,1.607,1.596,10
data/opis_1/delo_0045/117.jpg,0,0.771,0.817,2.003,1.789,2.146,14
data/opis_1/delo_0045/118.jpg,1,0.764,1.0,2.017,1.497,1.532,8
data/opis_1/delo_0045/119.jpg,0,0.842,1.0,1.774,1.191,1.27,7
data/opis_1/delo_0045/120.jpg,1,0.733,1.0,1.33,1.097,1.213,10
data/opis_1/delo_0045/121.jpg,1,0.778,1.0,1.587,1.395,1.036,6
data/opis_1/delo_0045/122.jpg,1,0.728,1.0,1.925,1.497,1.543,9
data/opis_1/delo_0045/123.jpg,1,0.837,1.0,1.668,1.883,1.24,8
data/opis_1/delo_0045/124.jpg,0,0.687,1.0,1.186,1.452,1.455,12
data/opis_1/delo_0045/125.jpg,0,0.698,1.0,1.298,1.56,1.278,12
data/opis_1/delo_0082/000.jpg,0,0.639,0.522,1.392,1.637,0.843,19
data/opis_1/delo_0082/001.jpg,0,0.559,0.519,0.358,1.388,0.402,33
data/opis_1/delo_0082/002.jpg,0,0.434,0.263,0.29,1.009,0.311,28
data/opis_1/delo_0082/003.jpg,0,0.534,0.369,0.363,1.064,0.327,27
data/opis_1/delo_0082/004.jpg,0,0.559,0.156,0.292,1.068,0.241,22
data/opis_1/delo_0082/005.jpg,0,0.567,0.092,0.379,1.464,0.378,25
data/opis_1/delo_0082/006.jpg,0,0.601,0.095,0.385,2.312,0.325,30
data/opis_1/delo_0082/007.jpg,0,0.486,0.307,0.258,1.023,0.329,26
data/opis_1/delo_0082/008.jpg,0,0.485,0.192,0.281,1.232,0.31,30
data/opis_1/delo_0082/009.jpg,0,0.468,0.477,0.29,1.046,0.09,29
data/opis_1/delo_0082/010.jpg,0,0.462,0.512,0.375,2.035,0.207,21
data/opis_1/delo_0082/011.jpg,0,0.475,0.206,0.43,1.178,0.501,14
data/opis_1/delo_0082/012.jpg,1,0.491,0.307,0.895,1.323,0.478,24
data/opis_1/delo_0082/013.jpg,0,0.511,0.302,0.596,1.106,0.368,27
data/opis_1/delo_0082/014.jpg,0,0.56,0.265,0.456,1.567,0.761,30
data/opis_1/delo_0082/015.jpg,0,0.583,0.134,0.445,1.679,0.393,26
data/opis_1/delo_0082/016.jpg,0,0.651,0.106,0.423,1.25,0.556,25
data/opis_1/delo_0082/017.jpg,0,0.709,0.218,0.931,2.233,0.682,28
data/opis_1/delo_0082/018.jpg,1,0.544,0.206,0.433,1.035,0.696,27
data/opis_1/delo_0082/019.jpg,0,0.585,0.37,0.766,1.148,0.903,26
data/opis_1/delo_0082/020.jpg,0,0.466,0.212,0.432,1.094,0.787,29
data/opis_1/delo_0082/021.jpg,0,0.543,0.247,0.572,1.155,0.246,21
data/opis_1/delo_0082/022.jpg,1,0.448,0.387,0.894,1.498,0.455,20
data/opis_1/delo_0082/023.jpg,0,0.521,0.928,0.617,2.222,0.061,39
data/opis_1/delo_0082/024.jpg,0,0.476,0.839,0.522,1.341,0.238,39
data/opis_1/delo_0082/025.jpg,0,0.47,0.859,0.52,1.362,0.201,38
data/opis_1/delo_0082/026.jpg,0,0.448,0.818,0.522,1.283,0.147,35
data/opis_1/delo_0082/027.jpg,1,0.673,1.0,1.235,1.929,1.099,16
data/opis_1/delo_0082/028.jpg,1,0.474,1.0,1.521,1.212,1.53,19
data/opis_1/delo_0071/000.jpg,1,0.771,0.692,2.043,1.472,0.555,20
data/opis_1/delo_0071/001.jpg,0,0.365,0.599,0.344,1.393,0.258,15
data/opis_1/delo_0071/002.jpg,1,0.35,0.184,0.544,1.519,0.504,41
data/opis_1/delo_0071/003.jpg,1,0.339,0.283,0.474,1.383,0.428,51
data/opis_1/delo_0071/004.jpg,0,0.4,0.078,0.364,1.529,0.682,30
data/opis_1/delo_0071/005.jpg,0,0.429,0.367,0.34,1.468,0.797,31
data/opis_1/delo_0071/006.jpg,0,0.627,0.252,1.058,1.893,0.792,41
data/opis_1/delo_0071/007.jpg,0,0.657,1.0,0.963,1.83,0.841,23
data/opis_1/delo_0071/008.jpg,1,0.668,1.0,1.217,1.29,0.403,21
data/opis_1/delo_0071/009.jpg,0,0.632,1.0,0.868,1.651,0.195,21
data/opis_1/delo_0071/010.jpg,0,0.388,0.279,0.344,1.201,0.287,41
data/opis_1/delo_0071/011.jpg,0,0.478,0.091,0.383,1.739,0.54,43
data/opis_1/delo_0071/012.jpg,0,0.36,0.195,0.469,1.262,0.611,37
data/opis_1/delo_0071/013.jpg,1,0.367,0.343,0.369,1.421,0.756,33
data/opis_1/delo_0071/014.jpg,1,0.585,1.0,0.954,1.849,0.389,32
data/opis_1/delo_0071/015.jpg,0,0.43,-0.19,0.278,1.093,0.034,30
data/opis_1/delo_0071/016.jpg,0,0.444,0.403,0.336,1.648,0.641,38
data/opis_1/delo_0071/017.jpg,0,0.415,0.431,0.364,1.579,0.355,39
data/opis_1/delo_0071/018.jpg,0,0.405,0.535,0.304,2.442,0.472,38
data/opis_1/delo_0071/019.jpg,0,0.476,0.151,0.386,1.437,0.668,48
data/opis_1/delo_0071/020.jpg,0,0.467,0.364,0.357,1.016,0.311,38
data/opis_1/delo_0071/021.jpg,0,0.423,0.462,0.351,1.806,0.332,41
data/opis_1/delo_0071/022.jpg,0,0.373,0.37,0.36,1.696,0.432,39
data/opis_1/delo_0071/023.jpg,0,0.432,0.386,0.303,0.9,0.245,36
data/opis_1/delo_0071/024.jpg,0,0.475,-0.004,0.389,1.428,1.024,39
data/opis_1/delo_0071/025.jpg,1,0.457,0.26,0.534,1.8,0.857,38
data/opis_1/delo_0071/026.jpg,1,0.464,0.343,0.352,2.014,0.376,36
data/opis_1/delo_0071/027.jpg,1,0.457,0.465,0.344,2.412,0.236,36
data/opis_1/delo_0071/028.jpg,0,0.434,0.422,0.285,0.923,0.303,36
data/opis_1/delo_0071/029.jpg,0,0.463,0.555,0.27,0.917,0.08,34
data/opis_1/delo_0071/030.jpg,0,0.43,0.406,0.36,1.424,0.343,47
data/opis_1/delo_0071/031.jpg,1,0.428,0.397,0.389,1.879,0.248,38
data/opis_1/delo_0071/032.jpg,1,0.465,0.533,0.292,2.29,0.136,40
data/opis_1/delo_0071/033.jpg,1,0.416,0.548,0.331,1.609,0.356,36
data/opis_1/delo_0071/034.jpg,0,0.463,0.186,0.351,1.152,0.635,38
